,index,comment,label
690,690,moi mua mấy tháng sai càng lúc càng chán lâu lâu cứ đơ đơ giật giật chẳng pk làm gì cho hết,"tensor([-1., -1., -1., -1.,  1.,  1., -1., -1., -1., -1.])"
691,691,chơi lq mượt nhưng chơi nhiều thì sẽ bị tut fps rất nhiều hơi buồn chơi pubg đồ hoạ mượt cx nóng lên rất nhanh nghe mọi người nói không nên cập nhật miui nên thôi không cập nhật nữa,"tensor([-1., -1., -1., -1., -1.,  2., -1., -1., -1., -1.])"
692,692,mua máy cũ có 4tr mà vẫn đẹp như mới nói chung ok pin lâu chụp hình đẹpmàn hình sáng màu đẹp mượt còn vân tay không có nhu cầu sử dụng nên không đáng giá,"tensor([ 0.,  0.,  0.,  2.,  0., -1.,  0.,  0., -1., -1.])"
693,693,máy xài quá tốt mượt chơi game rất tốt pin trâu  loa nghe cũng  được  không quá tệ   mua ngày 2742020 đến nay không có lỗi gì ,"tensor([ 0., -1., -1.,  2.,  0.,  0., -1., -1., -1., -1.])"
694,694,pin bền sạc nhanh máy mượt âm thanh hay với giá này ăn đứt các máy cùng phân khúc,"tensor([ 0., -1., -1.,  0., -1.,  0.,  0., -1., -1., -1.])"
695,695,mình mới mua  được  1 tuần sáng nay máy báo không có dịch vụ là máy bị  gì  ạ ? vui lòng trả lời giúp mình nhé  cám ơn ,"tensor([-1., -1., -1., -1., -1.,  1., -1., -1., -1., -1.])"
696,696,mua cho mẹ xài 1 tuần giải trí xem phim thì ok pin cũng ok có cái rất tệ trc và sao nó bị sáng hình ảnh nhợt nhạt còn gọi zalomesline thì xấu đê tiện như trắng đen ý chán ghê mua tiết,"tensor([ 0., -1., -1., -1.,  1.,  0., -1.,  1., -1., -1.])"
697,697,tại sao quay video dưới điện tuýp thì video lại có gợn sóng máy bắt sóng wifi và sóng điện thoại khá kém chụp ảnh bệt màu ảnh thì vỡ ngoài ra thì pin ổn không quá nóng khi sử dụng màn hình thì chấp nhận việc không quá nịnh mắt như các hãng khác nói chung là bù trừ mua máy chỉ vì pin trâu,"tensor([ 0.,  1., -1.,  1.,  2., -1., -1.,  0., -1., -1.])"
698,698,đã sử dụng khoảng 1thángpin okchỉ nóng máy khi sạc camera trước chụp hình quá tệ,"tensor([ 2.,  1., -1., -1., -1., -1., -1., -1., -1., -1.])"
699,699,máy mới mua xài rất ngon liên quân ff khỏi bàn màn hình to  pin trâu chs liên quân 5 trận ff 1 trận youtube facebook 1 tiếng còn 68 pin,"tensor([ 0., -1., -1., -1.,  0.,  0., -1.,  0., -1., -1.])"
700,700,buồn quá ad ak mình mới mua chẳng lẽ đem đợi máy khác a71 ram8 mà chơi liên quân hay bị đơ nhiều lúc ẩn danh mà có từng chiều gì đấu bò số tiền lộn mửa chiếc mấy cảm thấy không súng đang với số tiền bỏ ra ram8 mà chơi không bằng ram4 với ram6 quả thật vòng,"tensor([-1., -1., -1., -1.,  1.,  1.,  1., -1., -1., -1.])"
701,701,điện thoại chơi game bảo mượt  pin thì trâu chụp hình có gốc rộng rõ đẹp màn hình to nhưng  không  biết khi nào mới có ốp lưng ạ,"tensor([ 0.,  0.,  1., -1., -1.,  0., -1.,  0., -1., -1.])"
702,702,quá thất vọng mới mua 3ngay cảm ứng thì không nhạy còn bắt wifi thì quá tệ  thua cả thần nokia 3  mà tui mua 2năm trước hai thần để cạnh bên nhau thần a20s bắt wifi không nổi thần nokia 3 thì chạy ầm ầm nhìn mà mắt cười khoảng cách xa khoản 20m đến wifi chán thật,"tensor([-1., -1., -1.,  1.,  1., -1., -1., -1.,  1., -1.])"
703,703,"sản phẩm quá tệ mua về dùng cứ 6 giờtối là t
liên tục khởi động lại  bực hết cả mình","tensor([-1., -1., -1., -1.,  1.,  1., -1., -1., -1., -1.])"
704,704,mình mới mua hơn 1 tuần nay pin sạc từ 4 lên 74 thì đứng im không lên pin nữam,"tensor([ 1., -1., -1., -1., -1., -1., -1., -1., -1., -1.])"
705,705,mua tặng vợ thấy vợ thích xài cũng ok tính năng  hiệu năng thì không biết vì vợ chỉ xài đơn giản cơ bản là đẹp  ổn định  tốt !,"tensor([-1., -1.,  0., -1.,  0.,  2., -1., -1., -1., -1.])"
706,706,mới mua gần 3 tháng nhưng thất vọg khủng khiếp đt chưa rớt 1lần cưng nó hơn cưng ck mà không hỉu màng hình nhảy tùm bậy k  bấm này nhảy kialm như đt đã qua sử dụng thời gian ngắn rồi bán lại hay sau chứ nhìn nó là chán,"tensor([-1., -1., -1.,  1.,  1., -1., -1., -1., -1., -1.])"
707,707,dùng rất ổn định nới chung đáng giá tiền mua thiết kế đt ổn mặt sau nhìn đẹp nhưng điểm trừ duy nhất camera sau hơi lồi ra rẽ chày xước,"tensor([-1., -1.,  2., -1.,  0., -1.,  0., -1., -1., -1.])"
708,708,vừa mua xong máy ngon,"tensor([-1., -1., -1., -1.,  0., -1., -1., -1., -1., -1.])"
709,709,máy đẹp khỏe pin trâu từ ngày dùng đt đã từng xài mi4  redmi 5 plus giờ là redmi note 7 chưa bao giờ thất vọng với thương hiệu xiaomi,"tensor([ 0., -1.,  0., -1.,  0., -1., -1., -1.,  0., -1.])"
710,710,máy thì chụp hình đẹp sạc cũng nhanh đó nhưng mà sao sóng hay chập chờn quá nhỉ?!,"tensor([ 0.,  0., -1.,  1., -1., -1., -1., -1., -1., -1.])"
711,711,sản phẩm rất tốt số với tầm giá nhận diện khuôn mặt cực nhanh vân tay nhạy màn hình hiển thị rõ ràng cấu hình cao  và có rất nhiều tính năng hữu ích tiện lợi cho người dùng  mình đánh giá cao oppo camera thì chưa xuất xắc lắm nhưng cũng ok ,"tensor([-1.,  2., -1.,  0.,  0.,  0.,  2.,  0., -1., -1.])"
712,712,máy dùng rất tốt rất hài lòng  nhân viên nhiệt tình tư vấn  chơi game không nóng như lời đồn,"tensor([-1., -1., -1., -1.,  0.,  0., -1., -1.,  0., -1.])"
713,713,đệm thoại mua hôm 217 mà chụp hình cực xấu không hề nét đem ra thế giới di động thì cũng giải quyết  được  gì pin thì tuột nhanh nhạc chuông thì cài 3 bữa lại trở về nhạc chuông mặc định ai có ý định mua a92 này thì nên xem xét kĩ lại,"tensor([ 1.,  1., -1., -1.,  2.,  1., -1., -1.,  1., -1.])"
714,714,"mới vừa mua xong àmáy rất đẹp bất wifi tốt lưới wet mượt
nhân viên dmx tân phú thạnh huyện châu thành hậu giang rất nhiệt tình
mình thích nhất là chị ái","tensor([-1., -1.,  0.,  0., -1., -1., -1., -1.,  0., -1.])"
715,715,mới mua hôm qua xong nói chung màn hình to xem phim rất đã pin dùng cả ngày mới phải sạc vân tay không nhạy mấy blutood hơi chập chờn chơi game thì ổn ở mức mặc định nhân viên nhiệt tình chu đáo 5 sao,"tensor([ 0., -1., -1.,  1., -1.,  0., -1.,  0.,  0., -1.])"
716,716,máy xài ngon pin khá được cái vừa chơi game vừa sạc máy vẫn không nóng màu xanh nhìn sang và cứng cáp hơn màu trắng,"tensor([ 2., -1.,  0., -1.,  0.,  0., -1., -1., -1., -1.])"
717,717,mua  được  3 tuần lần đầu tiên đánh giá 1 sản phẩm quá tệ vân tay  không xài  được  máy chạy chậm ai có ý định mua thì đừng nên mua thua con a6,"tensor([-1., -1., -1.,  1.,  1.,  1., -1., -1.,  1., -1.])"
718,718,dùng 2 tháng cảm nhận như sau máy tốt dùng 4 năm sau không lỗi thời cảm biến vân tay rất nhạy không hổ danh là hãng làm ra vân tay trong màng hình đầu tiên pin trâu camera chụp đẹp chiến game siêu tốc máy không nóng tản nhiệt tốt nói chung mn nên mua thay vì mua thương hiệu ss hay oppo mình mua đt mua loại bền chứ không mua thương hiệu ok ,"tensor([ 0.,  0., -1.,  0.,  0.,  0., -1., -1.,  0., -1.])"
719,719,"sản phẩm tốt nhưng loa có  được  một bên à 
ai chỉ cách khác phục vs
nhận viên rất nhiệt tình   cám ơn  các anh","tensor([-1., -1.,  1., -1.,  0., -1., -1., -1.,  0., -1.])"
720,720,quá ngon cho số tiền bỏ ra dự tính đợi 12 ra mua nhưng đợi lâu quá nên mua luôn pin thì phải nói trâu thật sự trước giờ xài iphone chỉ emngại khoảng pin nhưng từ khi đổi qua con này thì quá là tuyệt vời nếu có tiền mọi người nên mua con này xài ít xuống máy ít rớt giá cấu hình này xài thoải mái thêm 34 năm nữa,"tensor([ 0., -1., -1., -1.,  0.,  0.,  0., -1., -1., -1.])"
721,721,dùng được 1 tuần và có cảm nhận sau các tác vụ khi sử dụng đều ổn con chip quá ngon dù nhiều người chê nhưng vẫn đủ tốt để đáp ứng các nhu cầu lướt web chơi game siêu mượt dù game nặng không nóng camera sau đẹp màn hình to đẹp nịnh mắt còn lại mọi thứ đều khiến mình hài lòng,"tensor([-1.,  0., -1., -1.,  0.,  0., -1.,  0., -1., -1.])"
722,722,nói chung rất tốt mà chỉ là mặt kính của bộ camera sau dễ trầy xước!,"tensor([-1., -1.,  1., -1.,  0., -1., -1., -1., -1., -1.])"
723,723,sau 3 ngày sử dụng điện thoại mượt pin không được trâu như mong đợi cấu hình cũng mạnh có đều sạc lâu nhân viên tư vấn rất nhiệt tình,"tensor([ 1., -1., -1., -1., -1.,  0., -1., -1.,  0., -1.])"
724,724,sau 1 tháng sử dụng thì  sản phẩm  vẫn rất ngon pin trâu tuy nhiên khi ngủ lại bị tuột dluợng,"tensor([ 2., -1., -1., -1.,  0., -1., -1., -1., -1., -1.])"
725,725,mua duoc được 2thang xài ok pin 15ngày không hối hận khi mua em nó chụp ảnh ngon  xac quá nhanh,"tensor([ 0.,  0., -1., -1.,  0., -1., -1., -1., -1., -1.])"
726,726,mua ba tháng rồi dùng ok vân tay nhiều lúc cũng không nhạy lắm hơi to lâu lâu bị ngố phải khởi động lại máy thả chậu nước không sao giờ cho tôi lựa chọn lại tôi cũng vẫn chọn nó,"tensor([-1., -1.,  0.,  1.,  0.,  1., -1., -1., -1., -1.])"
727,727,camera chụp ok nói chung sản phẩm tốt mới mua không biết sao phải xài lâu dài mới  bình thường  được,"tensor([-1.,  0., -1., -1.,  0., -1., -1., -1., -1., -1.])"
728,728,wifi bắt kém quá màn hình chỉ xem 720 mong cải thiện wifi sớm nhất ưu tiên dùng hàng việt nhưng chất lượng phải tạm ổn,"tensor([-1., -1., -1.,  1., -1., -1., -1.,  1.,  2., -1.])"
729,729,máy xài rất êm chạy nhanh mượt pin trâu rất hài lòng về sản phẩm này chụp hình rất đẹp ban đêm chụp rất sáng,"tensor([ 0.,  0., -1., -1.,  0.,  0., -1., -1., -1., -1.])"
730,730,800k là đẹp kiểu máy phụ  đọc báo xem phim khi máy chính hết pin chứ hơn triệu nhiều máy cũ ngon lắm,"tensor([-1., -1., -1., -1., -1., -1.,  0., -1., -1., -1.])"
731,731,điện thoại xài mới hơn 1 tháng mà chức năng bluetooth đã bị hư mong nhà sản xuất xem lại,"tensor([-1., -1., -1.,  1., -1., -1., -1., -1., -1., -1.])"
732,732,"máy ok 
đẹp pin trâu  lo tô  sóng khoẻ mỗi tội chụp ảnh hơi  xấu 
nói chung là cũng hài lòng","tensor([ 0.,  1.,  0.,  0.,  0., -1., -1., -1., -1., -1.])"
733,733,pin trâu 60 pin xài  được  10 tiếng ở độ sáng 10 cam thì tàm tạm màu sắc đẹp độ hiển thị hơi kémxem youtube xấu vl chỉ  được  720p chơi game kém nóng máy,"tensor([ 0.,  2., -1., -1., -1.,  1., -1.,  1., -1., -1.])"
734,734,"máy dùng rất tốt mua  được  hơn 2 tuần rồi chơi game rất mượt đôi pin thì không có dẫu hiệu gì hết
nói chung trong tầm giá này thì quá tốt nhé","tensor([ 2., -1., -1., -1.,  0.,  0.,  1., -1., -1., -1.])"
735,735,cảm nhận sau 3ngày sử dụng 2 ngày đầu thấy pin rất êm trâu tới ngày thứ 3 pin tụt khủng khiếp không dùng cũng tụt không hiểu ln dùng đã tắt hết ứng dụng chạy ngầm rồi mọi thứ còn lại không chê vào đâu được,"tensor([ 2., -1., -1., -1.,  0., -1., -1., -1., -1., -1.])"
736,736,tốt chưa thấy lỗi gì 20 pin dùng  được  3h30p trâu vãi  chơi game ổn vừa cập nhật 1103 thấy fix  được  lỗi tự thoát app rồi,"tensor([ 0., -1., -1., -1.,  0.,  0., -1., -1., -1., -1.])"
737,737,sao mình thấy ai cũng bình luận phê bình dòng  sản phẩm  này vậy nhỉmình thấy xài quá ok mà không có lỗi  gì  cảnói chung dòng ss là mình luôn nghỉ đến đầu tiên,"tensor([-1., -1., -1., -1.,  0., -1., -1., -1.,  0., -1.])"
738,738,mới lấy tối nay đang cài cắm ít soft cơ bản là nuột pin lúc lấy 49 từ 9h đến giờ on hoài vẫn còn 40 đợi đêm hết pin sạc xem thế nào,"tensor([ 0., -1., -1., -1.,  0., -1., -1., -1., -1., -1.])"
739,739,máy rất tốt chụp ảnh đẹp chơi game mượt rất tiếc là pin tụt rất nhanh thời lượng dùng chỉ được 56 giờ,"tensor([ 1.,  0., -1., -1.,  0.,  0., -1., -1., -1., -1.])"
740,740,sài lâu cha game hơi giật đấy hơi nóng máy hơi chậm vài thứ tí nói chung tạm ổn,"tensor([-1., -1., -1., -1.,  2.,  1., -1., -1., -1., -1.])"
741,741,sản phẩm bị lỗi quá nhiềukhông hài lòngmáy dính lỗi updatelỗi vân taykhông hài lòng đánh giá thấp!,"tensor([-1., -1., -1.,  1.,  1.,  1., -1., -1., -1., -1.])"
742,742,một sản phẩm rất tốt so với tầm giá cấu hình ngon máy chạy ổn định pin trâu mọi người nên mua ủng hộ hàng việt,"tensor([ 0., -1., -1., -1.,  0.,  0.,  2., -1.,  0., -1.])"
743,743,quá chán máy tệ lỡ mua đành chịu vân tay kém ứng dụng  đang chạy tự thoát rung yếu,"tensor([-1., -1., -1.,  1.,  1.,  1., -1., -1., -1., -1.])"
744,744,"đổi 3 cá mà vẫn bị lỗi cả 3
lỗi camera
lỗi màn hình tùm lum cái
nhiễu màn hình thường xuyên","tensor([-1.,  1., -1., -1.,  1., -1., -1.,  1., -1., -1.])"
745,745,mới mua 2 ngày cảm thấy khá hài lòng nhưng pin tuột nhanh hơn so với dự kiến  dù đã tắt hết thông báo ứng dụngứng dụng chạy ngầm và mạng khi không sử dụng  còn lại thì mọi thứ đều ổn,"tensor([ 1., -1., -1., -1.,  0., -1., -1., -1., -1., -1.])"
746,746,sao mình thấy có người cứ bảo máy này dùng chán nhỉ mình mua được 1 tháng rồi thấy máy dùng được mà pin sạc đầy để qua đêm không bị hao tý nào camera nét nhiều tính năng hay điểm trừ là đôi lúc mở khóa vân tay chưa nhạy lắm còn mở khóa khuôn mặt được  dùng máy không bị nóng nói chung giá tiền ấy là được,"tensor([ 0.,  0., -1.,  2.,  0.,  0.,  2., -1., -1., -1.])"
747,747,nắp sau hơi ốp éc chả biết bị gì cấu hình dủ xài chơi game cấu hìh thấp ok  bin trâu đủ xài được 1 ngày,"tensor([ 0., -1.,  1., -1., -1.,  2., -1., -1., -1., -1.])"
748,748,"sản phẩm đẹp hiệu năng chưa trải nghiệm hết nên chưa biết nhân viên khỏi nói vui tínhnhiệt tìnhtận tâm với khách hàngmới lấy máy lúc tối tại đmx _ tl43 _ bình chiểu đối diện ủy ban
bạn trang nhân viên xinh gái vui tính nhiẹt tình
thích bạn ấy mất cơhihi","tensor([-1., -1.,  0., -1., -1., -1., -1., -1.,  0., -1.])"
749,749,định ủng hộ vinsmart nhưng vào thấy nhiều bạn kêu lỗi quá quay sang mua con này khá đẹp bền đã rơi 1 lần úp mặt sấp mặt xuống đất mà không chầy xước pin trâu bắt wifi mạnh rất ổn trong tầm giá,"tensor([ 0., -1.,  0.,  0.,  0., -1.,  2., -1., -1., -1.])"
750,750,"vừa mua hôm nay đánh giá vào ngày đầu sử dụng là pin rất trâu mượt mà để chiến game loa to nhưng khi max volume nghe cảm giác hơi rè
vân tay nhạy nhanhcamera theo thằng ít chụp hình như mình thì rất tuyệt vời về set up máy theo ý của mình một tí thì xài rất oke
from redmi note 9s with love","tensor([ 0.,  0., -1.,  2.,  0.,  0., -1., -1.,  0., -1.])"
751,751,máy dùng tốt mọi thứ oknhưng một tg máy có hiện tượng nóng và tụt pin hơi nhanh,"tensor([ 1., -1., -1., -1.,  0.,  1., -1., -1., -1., -1.])"
752,752,sau 1 tuần   pin trâu cảm ứng nhạy nc mọi thứ như mong đợi không giống như nhiều bạn phàn nàng cũng góp ý này pin tụt nhanh nhìu khi máy ban để ứng dung chạy ngầm quá nhiều van tay không nhay do máy ban để độ sáng không đủ độ sáng,"tensor([ 0., -1., -1.,  0.,  0., -1., -1., -1., -1., -1.])"
753,753,"pin không như kì vọng note 4x trước onl screen 78h nhưng máy này chỉ được 4h nếu 3g không game
660 nhưng đôi khi vẫn khá lag chắc do cấu hình sắp lỗi thời rồi
nhân viên phục vụ tốt","tensor([ 1., -1., -1., -1., -1.,  1., -1., -1.,  0., -1.])"
754,754,wow phải nói là chất từng đồng luônđáng mua nhất trong các máy của samsung giả rẻ hiện tại,"tensor([-1., -1., -1., -1.,  0., -1.,  0., -1., -1., -1.])"
755,755,mới mùa mà dùng chán quá xài lầm khi mua mà không xem kĩ sản phẩm một cái giá quá đắt,"tensor([-1., -1., -1., -1.,  1., -1.,  1., -1., -1., -1.])"
756,756,máy lướt mượt cấu hình mạnh trong tầm giá camera chụp hình rõ tin tưởng vivo,"tensor([-1.,  0., -1., -1., -1.,  0.,  2., -1.,  0., -1.])"
757,757,"sau khi trải nghiệm khoảng 3 tháng thì rút ra 1 số điều sau thiết kế đẹp màu tím đẹp vãi chưởng
hiệu năng mạnh mẽ ram cao chạy mượt sạc pin nhanh lắm
màn hình còn hơi ám vàng màn cong lần đầu dùng nên hơi bỡ ngỡ
vẫn còn quảng cáo ở app hệ thống khá là bực
nói chung là đáng mua đáng dùng","tensor([ 0., -1.,  0., -1.,  0.,  2.,  0.,  1., -1., -1.])"
758,758,máy chạy hơi chậmchụp hình không nét thua con oppo f9 nữa mở khóa vân tay khi được khi không mở khóa khuôn mặt không nhạy lắm nói chung thất vọng không như quảng cáo,"tensor([-1.,  1., -1.,  1.,  1.,  1., -1., -1.,  1., -1.])"
759,759,sau 1 ngày sử dụng thì mình thấy pin cũng không bền lắm mình chỉ lướt facebook thôi mà 1 phút đã xuống 3buồn buồn,"tensor([ 1., -1., -1., -1.,  1., -1., -1., -1., -1., -1.])"
760,760,"mới mua trả góp 50 lúc chiều 
 sản phẩm  tốt nv phục vụ nhiệt tình
duyệt hồ sơ chưa tới 10p
cho 5sao","tensor([-1., -1., -1., -1.,  0., -1., -1., -1.,  0., -1.])"
761,761,điện thoại ổn so với tầm giá tất cả nhân viên nhiệt tình phục vụ khách hàng rất tốt cửa hàng 292 âu cơ,"tensor([-1., -1., -1., -1.,  0., -1.,  2., -1.,  0., -1.])"
762,762,"đang dùng iphone chuyển qua con samsung a70 dùng chán hẳn luôn rất hối hận vì đã mua a70
lướt trên iphone mượt mà hơn hẳn còn a70 cảm nhận sau 3 ngày mua máy muốn đập cmn luôn 
các bác có ý định mua a70 thì tốt nhất thêm ít mua iphone dùng cho sướng chứ đừng như em mua về rồi lại bị hối hận","tensor([-1., -1., -1., -1.,  1., -1.,  1., -1.,  1., -1.])"
763,763,sử dụng được 1 tuần cảm biến vân tay nhạy quét 12 lần là ok pin xài rất ok với nhu cầu ít nghe gọi  lướt web bình thường  thỉnh thoảng nghe nhạc  xem phim và chơi game off line như mình thì dùng được 2 ngày mới hết pin sạc nhanh  chụp ảnh đẹp nhưng chụp selfie không đẹp nói chung là thích ,"tensor([ 0.,  2., -1.,  0.,  0., -1., -1., -1., -1., -1.])"
764,764,vừa chọn 1 con màu xanh tôi từ 5s model 2014 cổ đại lên 11 nên không có gì để chê chụp ảnh quay phim đều tốt âm thanh nghe hay hơn về phần pin tôi không chơi game nên sử dụng gần 3 ngày để qua đêm pin sụt 23 hài lòng bạn nào cần bền bỉ cần pin lâu không quá qua tâm về màn hình thì chọn em này,"tensor([ 0.,  0.,  2.,  0.,  0., -1., -1.,  2., -1., -1.])"
765,765,sau 2 tháng sử dụng thấy pin ổn hiệu năng tốt nhưng độ phân giải hơi kém mic đôi lúc bị rè ảnh đại diện trên facebook hay youtube bị mờ không hiển thị rõ,"tensor([ 0., -1., -1.,  1., -1.,  0., -1.,  1., -1., -1.])"
766,766,lúc đầu mua về sai cũng  được  vài tháng sau có hiện tượng cảm ứng vân tay lúc ăn lúc không màn hình cảm ứng cũng lâu lâu bị liệt không nhận cảm ứng phải tắt nguồn khởi động lại tóm lại giá rẻ mà xài không  được  thì chẳng phải rẻ không còn tin tưởng hàng này nữa,"tensor([-1., -1., -1.,  1.,  2., -1.,  1., -1.,  1., -1.])"
767,767,pin quá tệ 100 pin chỉ 5p giảm xuống 94 mặc dù không bấm thất vọng khi mua máy này,"tensor([ 1., -1., -1., -1.,  1., -1., -1., -1., -1., -1.])"
768,768,cũng vì tin tưởng hàng việt nam muốn ủng hộ hàng việt nam nên mới mua ! và sau một thời gian dùng tôi xin chân thành khuyên các bạn đang có ý định mua thì nên dừng lại máy dùng sập nguồn liên tục mặc dù mình không chơi game đem ra cửa hàng họ chỉ mình cách mở nguồn lại là xong mak nghĩ nok chán đang đi làm sếp gọi không  được  thì ra máy mình tự dưng sập nguồn và kết quả ntn thì các bạn đoán  được  rồi dok,"tensor([-1., -1., -1., -1.,  1.,  1., -1., -1., -1., -1.])"
769,769,tui xài 1 tháng mọi thứ đều ổnxứng danh vivo s1pronhưng pin hơi tụt nhanhtất cả giá tầm con này không có đối thủxiaomi  không  9pro phải gọi vivo s1pro bằng ông nội,"tensor([ 1., -1., -1., -1.,  0., -1.,  2., -1.,  0., -1.])"
770,770,đã mua và sử dụng được 2 tháng 8 ngày cảm nhận cua mình là máy mượt chụp ảnh đẹp nhưng cảm biến vân tay hơi chậm và không nhạy,"tensor([-1.,  0., -1.,  1., -1.,  0., -1., -1., -1., -1.])"
771,771,sao bật máy nó cứ hiện đừng chế phần tài nghe nhưng mình chưa hề che giờ làm sao cho hết,"tensor([-1., -1., -1., -1., -1., -1., -1., -1., -1., -1.])"
772,772,"mỏng
nhanh
nhẹ
bộ nhớ khủng 128g
giá tốt
bắt wifj tốt","tensor([-1., -1.,  0.,  0., -1.,  0.,  0., -1., -1.,  0.])"
773,773,máy xài ok ngon mượt mànhược điểm duy nhất là cụm camera với vân tay dễ bị trầy cho dù có xài ốp lưng xài kỹ đi nữa vẫn bị,"tensor([-1., -1.,  1., -1.,  0.,  0., -1., -1., -1., -1.])"
774,774,sản phẩm quá tệ độ phân giải kiểu gì mà hình ảnh không thể chấp nhận được sai lầm khi mua sản phẩm này hôm ra mua định lấy a5s do nhân viên tư vấn nên mình mua máy này về dùng chán hôm sau ra đổi nhân viên tính trưa đầy 24 tiếng mà tính phí 20 phần trăm,"tensor([-1., -1., -1., -1.,  1., -1., -1.,  1.,  1., -1.])"
775,775,se ung hộ tiep lúc dau mua con nay thi hao pin sao do  được  tu van đôi mới va còn đang xài ok lắm,"tensor([ 2., -1., -1., -1.,  0., -1., -1., -1., -1., -1.])"
776,776,em mua máy này hồi 2512 xài tới giờ máy cứ bị sao sao á lúc mới mua thì xài êm lắm còn giờ dô youtube hoặc dô ứng dụng nào đó thì lâu lâu lại tự thoát ra,"tensor([-1., -1., -1., -1., -1.,  1., -1., -1., -1., -1.])"
777,777,quá tốt xài rất êm mình mua được 3 ngày rồi thấy máy chưa lỗi gì nhân viên bán hàng rất nhiệt tình,"tensor([-1., -1., -1., -1.,  0., -1., -1., -1.,  0., -1.])"
778,778,"mới mua hôm 246 nay giảm giá mạnh thế
nhân viên nhiệt tình rất dễ thươngdt xài okmới cập nhật thấy hao pjn và wifi bắt hơi kém","tensor([ 1., -1., -1.,  1.,  0., -1.,  0., -1.,  0., -1.])"
779,779,máy nhìn rất đẹp nhìn là muốn mua ngay thấy hổ trợ cac tín năng là hài lòng rồi sử dụng 2 camera là đủ tốt roi,"tensor([-1.,  0.,  0.,  0., -1., -1., -1., -1., -1., -1.])"
780,780,cảm biến vân tay quá tệ pin tụt quá nhanh sản phẩm này không xứng đáng với mức giá của nó ngay cả khi giảm giá,"tensor([ 1., -1., -1.,  1.,  1., -1.,  1., -1., -1., -1.])"
781,781,bị lỗi camera khi cập nhật lên miui 11070để nghị thế giới di động liên hệ với nhà cung cấp vá lỗi khắc phục tình trạng nàyđã đổi sang máy thứ 2 rồi vẫn bị tình trạng như vậynếu đổi qua máy khác lại bị mất phí 20mong là sẽ có bản cập nhật tốt hơn để không bị lỗi nữa,"tensor([-1., -1., -1., -1., -1.,  1., -1., -1.,  1., -1.])"
782,782,mua máy đã được hơn 3 tháng cảm nhận của mình là máy tuyệt vời chơi game mượt chụp hình đẹp pin trâu với tầm giá này mà so với những sản phẩm của hãng khác thì trên cả tuyệt vời rồi sạc pin nhanh nhưng xài được tận hơn 2 ngày,"tensor([ 0.,  0., -1., -1.,  0.,  0., -1., -1.,  0., -1.])"
783,783,sản phẩm tốt chơi game mượt 60fps  nhân viên phục vụ tốt rất hài lòng viết thêm để đủ chữ cmt,"tensor([-1., -1., -1., -1.,  0.,  0., -1., -1.,  0., -1.])"
784,784,mua  được  2 tuần và thấy  sản phẩm  rất tốt chs game lướt web các thứ rất ổn vân nhạy camera loa rất rõ pin khoẻ sạc nhanh nên chẳng cần phải lo về vấn đề hết pin có điều bắt wifi hơi yếu tổng quan thì  sản phẩm  rất tốt nhé!,"tensor([ 0.,  0., -1.,  2.,  0.,  0., -1., -1., -1., -1.])"
785,785,nói chung mua ba đồ điện tử này cũng phải dựa vào nhân phẩm hên thì mua máy không lỗi gì không hên thì gặp lỗi lặt vặt nói chung đi mua máy nên kiểm tra những gì thì ghi vào sổ tay sau đó lại mua nhân viên đem ra thì mình dựa theo thứ tự để kiểm tra vậy là có thể yên tâm mua được máy không lỗi đây là kinh nghiệm của mình khi đi mua điện thoại cứ ghi vào sổ tay những gì cần kiểm tra cần test chúc mọi người may mắn,"tensor([-1., -1., -1., -1., -1., -1., -1., -1., -1., -1.])"
786,786,máy xài tạm pin quá tệ bị lỗi hay sao xài mau tụt coi facebook cái bay vèo pin liền? mới mua 4 ngáy không hài lòng tí nào đổi thì mât tiền cũng phí thời đaàh xài tạm vây,"tensor([ 1., -1., -1., -1.,  1., -1., -1., -1., -1., -1.])"
787,787,8tr mà  sài  quá  tệ chất  liệu  nhựa  dễ vỡ  cấu  hình  quá  kém  sai lầm  khi sài  ss,"tensor([-1., -1.,  1., -1.,  1.,  1.,  1., -1.,  1., -1.])"
788,788,mới mua em này được giảm đến 700k mà trả góp không lãicấu hình cực êm mà thêm mh đẹp  pin trâu ,"tensor([ 0., -1., -1., -1., -1.,  0.,  0.,  0., -1., -1.])"
789,789,nói về công nghệ và ứng dụng thì chẳng thua ai mẫu mã đẹp mà quan trọng là giá phù hợp,"tensor([-1., -1.,  0., -1., -1.,  0.,  0., -1., -1., -1.])"
790,790,đã nua 2 điện thoại vsmart dùng rất ok quá tuyệt cho 1  sản phẩm  của việt nam dịch vụ chăm sóc khách hàng rất tuyệt vời,"tensor([-1., -1., -1., -1.,  0., -1., -1., -1.,  0., -1.])"
791,791,đa nhiệm kém! lúc chuyển sang ứng dụng nặng như liên quân thì máy nổi màng hình màu đen rồi mới dần hiện ra! sạc nhanh không có nên máy sạc khá lâu! trãi nghiệm khi chơi game là máy khá nóng!,"tensor([ 1., -1., -1., -1., -1.,  1., -1., -1., -1., -1.])"
